CIDER DB	Source	Source_ID		OrchardDB v0.1	Source
Spinellus fusiger	JGI	mycocosm	TRUE	Spinellus fusiger	
Spirodela polyrhiza	other	Rutgers	TRUE	Spirodela polyrhiza	
Spironucleus salmonicida	NCBI	GenBank	TRUE	Spironucleus salmonicida	
Spizellomyces punctatus daom br117	broad	broad	TRUE	Spizellomyces punctatus DAOM BR117	
Sporidiobolus pararoseus	JGI	fungi	TRUE	Sporidiobolus pararoseus	
Sporisorium reilianum SRZ2	JGI	mycocosm	TRUE	Sporisorium reilianum SRZ2	
Sporisorium scitamineum	NCBI	EMBL	TRUE	Sporisorium scitamineum	
Sporobolomyces linderae CBS 7893	JGI	mycocosm	TRUE	Sporobolomyces linderae CBS 7893	
Sporobolomyces roseus	JGI	mycocosm	TRUE	Sporobolomyces roseus	
Sporopachydermia lactativora	JGI	fungi	TRUE	Sporopachydermia lactativora	
Sporormia fimetaria	JGI	mycocosm	TRUE	Sporormia fimetaria	
Sporothrix schenckii 1099-18	broad	broad	TRUE	Sporothrix schenckii 1099-18	
Spraguea lophii 42_110	NCBI	GenBank	TRUE	Spraguea lophii 42_110	
Stagonospora sp. SRC1lsM3a	JGI	fungi	TRUE	Stagonospora sp. SRC1lsM3a	
Stanjemonium grisellum	JGI	fungi	TRUE	Stanjemonium grisellum	
Stereum hirsutum FP-91666 SS1	JGI	mycocosm	TRUE	Stereum hirsutum FP-91666 SS1	
Strigamia maritima	ensembl	metazoa	TRUE	Strigamia maritima	
Strigomonas culicis	NCBI	GenBank	TRUE	Strigomonas culicis	
Strongylocentrotus purpuratus	ensembl	metazoa	TRUE	Strongylocentrotus purpuratus	
Strongyloides ratti	other	Sanger	TRUE	Strongyloides ratti	
Stylonychia lemnae	NCBI	EMBL	TRUE	Stylonychia lemnae	
Sugiyamaella americana NRRL YB-2067	JGI	fungi	TRUE	Sugiyamaella americana NRRL YB-2067	
Suillus americanus	JGI	fungi	TRUE	Suillus americanus	
Suillus brevipes	JGI	mycocosm	TRUE	Suillus brevipes	
Suillus decipiens	JGI	fungi	TRUE	Suillus decipiens	
Suillus granulatus	JGI	fungi	TRUE	Suillus granulatus	
Suillus hirtellus	JGI	fungi	TRUE	Suillus hirtellus	
Suillus luteus UH-Slu-Lm8-n1	JGI	mycocosm	TRUE	Suillus luteus UH-Slu-Lm8-n1	
Suillus pictus	JGI	fungi	TRUE	Suillus pictus	
Sus scrofa	ensembl	E75	TRUE	Sus scrofa	
Symbiotaphrina kochii	JGI	mycocosm	TRUE	Symbiotaphrina kochii	
Sympodiomyces attinorum	JGI	fungi	TRUE	Sympodiomyces attinorum	
Syncephalastrum racemosum	JGI	fungi	TRUE	Syncephalastrum racemosum	
Syncephalis fuscata	JGI	mycocosm	TRUE	Syncephalis fuscata	
Syncephalis plumigaleata	JGI	mycocosm	TRUE	Syncephalis plumigaleata	
Taeniopygia guttata	ensembl	E75	TRUE	Taeniopygia guttata	
Takifugu rubripes	ensembl	E75	TRUE	Takifugu rubripes	
Talaromyces aculeatus	JGI	mycocosm	TRUE	Talaromyces aculeatus	
Talaromyces marneffei ATCC 18224	JGI	mycocosm	TRUE	Talaromyces marneffei ATCC 18224	
Talaromyces proteolyticus	JGI	mycocosm	TRUE	Talaromyces proteolyticus	
Talaromyces stipitatus ATCC 10500	JGI	mycocosm	TRUE	Talaromyces stipitatus ATCC 10500	
Taphrina deformans	JGI	mycocosm	TRUE	Taphrina deformans	
Teratosphaeria nubilosa CBS 116005	JGI	fungi	TRUE	Teratosphaeria nubilosa CBS 116005	
Terfezia boudieri ATCC MYA-4762	JGI	fungi	TRUE	Terfezia boudieri ATCC MYA-4762	
Testicularia cyperi	JGI	fungi	TRUE	Testicularia cyperi	
Tetranychus urticae	ensembl	metazoa	TRUE	Tetranychus urticae	
Tetraodon nigroviridis	ensembl	E75	TRUE	Tetraodon nigroviridis	
Tetrapisispora blattae CBS 6284	NCBI	Refseq	TRUE	Tetrapisispora blattae CBS 6284	
Tetrapisispora phaffii CBS 4417	NCBI	Refseq	TRUE	Tetrapisispora phaffii CBS 4417	
Thalassiosira oceanica	NCBI	GenBank	TRUE	Thalassiosira oceanica	
Thalassiosira pseudonana CCMP1335	ensembl	protists	TRUE	Thalassiosira pseudonana CCMP1335	
Thamnidium elegans	JGI	fungi	TRUE	Thamnidium elegans	
Thecamonas trahens ATCC 50062	broad	broad	TRUE	Thecamonas trahens ATCC 50062	
Theileria annulata	NCBI	Refseq	TRUE	Theileria annulata	
Theileria equi strain WA	NCBI	Refseq	TRUE	Theileria equi strain WA	
Theileria parva	NCBI	Refseq	TRUE	Theileria parva	
Thelebolus microsporus	JGI	fungi	TRUE	Thelebolus microsporus	
Thelebolus stercoreus	JGI	fungi	TRUE	Thelebolus stercoreus	
Thelephora ganbajun	JGI	fungi	TRUE	Thelephora ganbajun	
Theobroma cacao	JGI	phytozome	TRUE	Theobroma cacao	
Thermoascus aurantiacus	JGI	mycocosm	TRUE	Thermoascus aurantiacus	
Thermomyces lanuginosus SSBP	other	fungalgenomics.ca	TRUE	Thermomyces lanuginosus SSBP	
Thielavia antarctica CBS 123565	JGI	mycocosm	TRUE	Thielavia antarctica CBS 123565	
Thielavia appendiculata CBS 731.68	JGI	mycocosm	TRUE	Thielavia appendiculata CBS 731.68	
Thielavia arenaria CBS 508.74	JGI	mycocosm	TRUE	Thielavia arenaria CBS 508.74	
Thielavia hyrcaniae CBS 757.83	JGI	mycocosm	TRUE	Thielavia hyrcaniae CBS 757.83	
Thielavia terrestris	JGI	mycocosm	TRUE	Thielavia terrestris	
Thozetella sp. PMI_491	JGI	fungi	TRUE	Thozetella sp. PMI_491	
Tilletiaria anomala UBC 951	JGI	mycocosm	TRUE	Tilletiaria anomala UBC 951	
Tilletiopsis albescens	JGI	fungi	TRUE	Tilletiopsis albescens	
Tilletiopsis washingtonensis	JGI	fungi	TRUE	Tilletiopsis washingtonensis	
Torpedospora radiata	JGI	fungi	TRUE	Torpedospora radiata	
Torulaspora delbrueckii	NCBI	Refseq	TRUE	Torulaspora delbrueckii	
Torulaspora delbrueckii CBS 1146	JGI	fungi	TRUE	Torulaspora delbrueckii CBS 1146	
Tothia fuscella	JGI	fungi	TRUE	Tothia fuscella	
Toxoplasma gondii ARI	ensembl	protists	TRUE	Toxoplasma gondii ARI	
Trachipleistophora hominis	NCBI	GenBank	TRUE	Trachipleistophora hominis	
Trametes cingulata	JGI	fungi	TRUE	Trametes cingulata	
Trametes cinnabarina	JGI	mycocosm	TRUE	Trametes cinnabarina	
Trametes ljubarskyi	JGI	fungi	TRUE	Trametes ljubarskyi	
Trametes sanguinea	JGI	mycocosm	TRUE	Trametes sanguinea	
Trametes versicolor	JGI	mycocosm	TRUE	Trametes versicolor	
Trametopsis cervina	JGI	fungi	TRUE	Trametopsis cervina	
Trematosphaeria pertusa CBS 122368	JGI	mycocosm	TRUE	Trematosphaeria pertusa CBS 122368	
Tremella encephala	JGI	fungi	TRUE	Tremella encephala	
Tremella mesenterica	JGI	mycocosm	TRUE	Tremella mesenterica	
Tribolium castaneum	ensembl	metazoa	TRUE	Tribolium castaneum	
Trichaptum abietinum	JGI	mycocosm	TRUE	Trichaptum abietinum	
Trichinella spiralis	ensembl	metazoa	TRUE	Trichinella spiralis	
Trichodelitschia bisporula	JGI	fungi	TRUE	Trichodelitschia bisporula	
Trichoderma asperellum CBS 433.97	JGI	mycocosm	TRUE	Trichoderma asperellum CBS 433.97	
Trichoderma atroviride IMI 206040	JGI	mycocosm	TRUE	Trichoderma atroviride IMI 206040	
Trichoderma citrinoviride	JGI	mycocosm	TRUE	Trichoderma citrinoviride	
Trichoderma harzianum CBS 226.95	JGI	mycocosm	TRUE	Trichoderma harzianum CBS 226.95	
Trichoderma longibrachiatum ATCC 18648	JGI	mycocosm	TRUE	Trichoderma longibrachiatum ATCC 18648	
Trichoderma reesei	JGI	mycocosm	TRUE	Trichoderma reesei	
Trichoderma reesei RUT C-30	JGI	mycocosm	TRUE	Trichoderma reesei RUT C-30	
Trichoderma virens	ensembl	fungi	TRUE	Trichoderma virens	
Trichoderma virens Gv29-8	JGI	mycocosm	TRUE	Trichoderma virens Gv29-8	
Tricholoma matsutake 945	JGI	mycocosm	TRUE	Tricholoma matsutake 945	
Trichomonas vaginalis G3	NCBI	Refseq	TRUE	Trichomonas vaginalis G3	
Trichomonascus petasosporus	JGI	fungi	TRUE	Trichomonascus petasosporus	
Trichophaea hybrida	JGI	mycocosm	TRUE	Trichophaea hybrida	
Trichophyton equinum CBS 127.97	broad	broad	TRUE	Trichophyton equinum CBS 127.97	
Trichophyton interdigitale H6	broad	broad	TRUE	Trichophyton interdigitale H6	
Trichophyton interdigitale MR816	broad	broad	TRUE	Trichophyton interdigitale MR816	
Trichophyton rubrum CBS 118892	JGI	mycocosm	TRUE	Trichophyton rubrum CBS 118892	
Trichophyton rubrum D6	broad	broad	TRUE	Trichophyton rubrum D6	
Trichophyton rubrum MR1448	broad	broad	TRUE	Trichophyton rubrum MR1448	
Trichophyton rubrum MR1459	broad	broad	TRUE	Trichophyton rubrum MR1459	
Trichophyton rubrum MR850	broad	broad	TRUE	Trichophyton rubrum MR850	
Trichophyton tonsurans CBS 112818	broad	broad	TRUE	Trichophyton tonsurans CBS 112818	
Trichophyton verrucosum HKI 0517	JGI	mycocosm	TRUE	Trichophyton verrucosum HKI 0517	
Trichoplax adhaerens	ensembl	metazoa	TRUE	Trichoplax adhaerens	
Trichosporon asahii var. asahii CBS 2479	NCBI	GenBank	TRUE	Trichosporon asahii var. asahii CBS 2479	
Trichosporon asahii var. asahii CBS 8904	NCBI	GenBank	TRUE	Trichosporon asahii var. asahii CBS 8904	
Trichosporon chiarellii	JGI	fungi	TRUE	Trichosporon chiarellii	
Trichosporon guehoae	JGI	fungi	TRUE	Trichosporon guehoae	
Trichosporon oleaginosus	JGI	mycocosm	TRUE	Trichosporon oleaginosus	
Trinosporium guianense CBS 132537	JGI	fungi	TRUE	Trinosporium guianense CBS 132537	
Triticum aestivum	ensembl	plants	TRUE	Triticum aestivum	
Triticum urartu	ensembl	plants	TRUE	Triticum urartu	
Tritirachium sp. CBS 265.96	JGI	mycocosm	TRUE	Tritirachium sp. CBS 265.96	
Trypanosoma brucei brucei TREU927	ensembl	protists	TRUE	Trypanosoma brucei brucei TREU927	
Trypanosoma congolense IL3000	NCBI	EMBL	TRUE	Trypanosoma congolense IL3000	
Trypanosoma cruzi	NCBI	Refseq	TRUE	Trypanosoma cruzi	
Trypanosoma vivax Y486	NCBI	EMBL	TRUE	Trypanosoma vivax Y486	
Trypethelium eluteriae	JGI	mycocosm	TRUE	Trypethelium eluteriae	
Tuber borchii	JGI	fungi	TRUE	Tuber borchii	
Tuber melanosporum	JGI	mycocosm	TRUE	Tuber melanosporum	
Tulasnella calospora AL13/4D	JGI	mycocosm	TRUE	Tulasnella calospora AL13/4D	
Tupaia belangeri	ensembl	E75	TRUE	Tupaia belangeri	
Tursiops truncatus	ensembl	E75	TRUE	Tursiops truncatus	
Umbelopsis ramanniana AG	JGI	mycocosm	TRUE	Umbelopsis ramanniana AG	
Umbelopsis sp. AD052	JGI	mycocosm	TRUE	Umbelopsis sp. AD052	
Uncinocarpus reesii 1704	JGI	mycocosm	TRUE	Uncinocarpus reesii 1704	
Usnea florida	JGI	fungi	TRUE	Usnea florida	
Ustilago hordei	NCBI	EMBL	TRUE	Ustilago hordei	
Ustilago maydis	NCBI	Refseq	TRUE	Ustilago maydis	
Valetoniellopsis laxa CBS 191.97	JGI	fungi	TRUE	Valetoniellopsis laxa CBS 191.97	
Vanderwaltozyma polyspora DSM 70294	NCBI	Refseq	TRUE	Vanderwaltozyma polyspora DSM 70294	
Vararia minispora EC-137	JGI	fungi	TRUE	Vararia minispora EC-137	
Vavraia culicis subsp. floridensis	broad	broad	TRUE	Vavraia culicis subsp. floridensis	
Venturia inaequalis	JGI	fungi	TRUE	Venturia inaequalis	
Venturia pirina	JGI	fungi	TRUE	Venturia pirina	
Verruconis gallopava	JGI	fungi	TRUE	Verruconis gallopava	
Verruculina enalia	JGI	fungi	TRUE	Verruculina enalia	
Verticillium alfalfae VaMs.102	JGI	mycocosm	TRUE	Verticillium alfalfae VaMs.102	
Verticillium dahliae	JGI	fungi	TRUE	Verticillium dahliae	
Vicugna pacos	ensembl	E75	TRUE	Vicugna pacos	
Vitis vinifera	JGI	phytozome	TRUE	Vitis vinifera	
Vitrella brassicaformis CCMP3155	other	CryptoDB	TRUE	Vitrella brassicaformis CCMP3155	
Vittaforma corneae ATCC 50505	broad	broad	TRUE	Vittaforma corneae ATCC 50505	
Volvariella volvacea V23	JGI	mycocosm	TRUE	Volvariella volvacea V23	
Volvox carteri	JGI	phytozome	TRUE	Volvox carteri	
Wallemia ichthyophaga EXF-994	JGI	mycocosm	TRUE	Wallemia ichthyophaga EXF-994	
Wallemia sebi	JGI	mycocosm	TRUE	Wallemia sebi	
Westerdykella ornata CBS 379.55	JGI	fungi	TRUE	Westerdykella ornata CBS 379.55	
Wickerhamiella domercqiae NRRL Y-6692	JGI	mycocosm	TRUE	Wickerhamiella domercqiae NRRL Y-6692	
Wickerhamomyces anomalus NRRL Y-366-8	JGI	mycocosm	TRUE	Wickerhamomyces anomalus NRRL Y-366-8	
Wilcoxina mikolae CBS 423.85	JGI	mycocosm	TRUE	Wilcoxina mikolae CBS 423.85	
Wolfiporia cocos MD-104 SS10	JGI	mycocosm	TRUE	Wolfiporia cocos MD-104 SS10	
Xanthoria parietina 46-1-SA22	JGI	mycocosm	TRUE	Xanthoria parietina 46-1-SA22	
Xenasmatella vaga	JGI	fungi	TRUE	Xenasmatella vaga	
Xenopus tropicalis	ensembl	E75	TRUE	Xenopus tropicalis	
Xerocomus badius	JGI	fungi	TRUE	Xerocomus badius	
Xiphophorus maculatus	ensembl	E75	TRUE	Xiphophorus maculatus	
Xylaria hypoxylon	JGI	fungi	TRUE	Xylaria hypoxylon	
Xylariales sp. PMI_506	JGI	mycocosm	TRUE	Xylariales sp. PMI_506	
Xylona heveae TC161	JGI	mycocosm	TRUE	Xylona heveae TC161	
Yarrowia lipolytica CLIB122	JGI	mycocosm	TRUE	Yarrowia lipolytica CLIB122	
Zasmidium cellare ATCC 36951	JGI	mycocosm	TRUE	Zasmidium cellare ATCC 36951	
Zea mays	JGI	phytozome	TRUE	Zea mays	
Zopfia rhizophila	JGI	mycocosm	TRUE	Zopfia rhizophila	
Zychaea mexicana RSA 1403	JGI	mycocosm	TRUE	Zychaea mexicana RSA 1403	
Zygoascus hellenicus	JGI	fungi	TRUE	Zygoascus hellenicus	
Zygosaccharomyces bailii ISA1307	NCBI	EMBL	TRUE	Zygosaccharomyces bailii ISA1307	
Zygosaccharomyces rouxii	NCBI	Refseq	TRUE	Zygosaccharomyces rouxii	
Zymoseptoria ardabiliae STIR04_1.1.1	JGI	fungi	TRUE	Zymoseptoria ardabiliae STIR04_1.1.1	
Zymoseptoria pseudotritici STIR04_2.2.1	JGI	fungi	TRUE	Zymoseptoria pseudotritici STIR04_2.2.1	
Zymoseptoria tritici	ensembl	fungi	TRUE	Zymoseptoria tritici	
