CIDER DB	Source	Source_ID		OrchardDB v0.1	Source
			FALSE	Stachybotrys elegans	
			FALSE	Stachybotrys elegans LAHC-LSPK-M15	
			FALSE	Stegodyphus mimosarum	
			FALSE	Stemphylium lycopersici	
			FALSE	Stemphylium lycopersici CIDEFI-216	
			FALSE	Stentor coeruleus	
			FALSE	Sugiyamaella lignohabitans	
			FALSE	Suillus cothurnatus VC 1858	
			FALSE	Suillus luteus	
			FALSE	Suillus subaureus MN1	
			FALSE	Suillus tomentosus	
			FALSE	Suillus tomentosus FC115	
			FALSE	Syncephalis pseudoplumigaleata Benny S71-1 single-cell	
			FALSE	Talaromyces borbonicus CBS 141340	
			FALSE	Talaromyces cellulolyticus	
			FALSE	Talaromyces islandicus	
			FALSE	Talaromyces marneffei PM1	
			FALSE	Terfezia claveryi T7	
			FALSE	Termitomyces sp. J132	
			FALSE	Tetrahymena thermophila SB210	
			FALSE	Thamnocephalis sphaerospora RSA 1356 single-cell	
			FALSE	Thanatephorus cucumeris	
			FALSE	Thanatephorus cucumeris PT424	
			FALSE	Theileria annulata strain Ankara	
			FALSE	Theileria orientalis strain Shintoku	
			FALSE	Theileria parva strain Muguga	
			FALSE	Thelohanellus kitauei	
			FALSE	Thermothelomyces thermophila ATCC 42464	
			FALSE	Thielaviopsis punctulata	
			FALSE	Tilletia caries	
			FALSE	Tilletia controversa	
			FALSE	Tilletia indica	
			FALSE	Tilletia walkeri	
			FALSE	Tilletiopsis sp. TKC30	
			FALSE	Tolypocladium inflatum	
			FALSE	Tolypocladium inflatum NRRL 8044	
			FALSE	Tolypocladium ophioglossoides CBS 100239	
			FALSE	Torrubiella hemipterigena	
			FALSE	Toxoplasma gondii FOU	
			FALSE	Toxoplasma gondii GAB2-2007-GAL-DOM2	
			FALSE	Toxoplasma gondii GT1	
			FALSE	Toxoplasma gondii MAS	
			FALSE	Toxoplasma gondii ME49	
			FALSE	Toxoplasma gondii p89	
			FALSE	Toxoplasma gondii RH	
			FALSE	Toxoplasma gondii RUB	
			FALSE	Toxoplasma gondii TgCatPRC2	
			FALSE	Toxoplasma gondii VAND	
			FALSE	Toxoplasma gondii VEG	
			FALSE	Trametes betulina CIRM-BRFM 1801	
			FALSE	Trametes gibbosa	
			FALSE	Trametes gibbosa CIRM-BRFM 1770	
			FALSE	Trametes maxima CIRM-BRFM 1813	
			FALSE	Trametes meyenii	
			FALSE	Trametes meyenii CIRM-BRFM 1810	
			FALSE	Trametes polyzona CIRM-BRFM 1798	
			FALSE	Trametes pubescens	
			FALSE	Trametes pubescens FBCC735	
			FALSE	Trametes versicolor FP-101664 SS1	
			FALSE	Trichoderma gamsii	
			FALSE	Trichoderma gamsii T6085	
			FALSE	Trichoderma guizhouense	
			FALSE	Trichoderma reesei QM6a	
			FALSE	Trichophyton benhamiae CBS 112371	
			FALSE	Trichophyton rubrum CBS 100081	
			FALSE	Trichophyton rubrum CBS 202.88	
			FALSE	Trichophyton rubrum CBS 288.86	
			FALSE	Trichophyton rubrum CBS 289.86	
			FALSE	Trichophyton rubrum CBS 735.88	
			FALSE	Trichophyton soudanense CBS 452.61	
			FALSE	Trichophyton violaceum	
			FALSE	Trifolium pratense	
			FALSE	Truncatella angustata	
			FALSE	Truncatella angustata HP017	
			FALSE	Trypanosoma brucei gambiense DAL972	
			FALSE	Trypanosoma cruzi Dm28c	
			FALSE	Trypanosoma cruzi marinkellei	
			FALSE	Trypanosoma cruzi strain CL Brener	
			FALSE	Trypanosoma rangeli SC58	
			FALSE	Tsuchiyaea wingfieldii CBS 7118	
			FALSE	Tuber melanosporum Mel28	
			FALSE	Tulasnella calospora MUT 4182	
			FALSE	Tulasnella calospora UAMH 9824	
			FALSE	Umbelopsis isabellina AD026	
			FALSE	Umbilicaria pustulata	
			FALSE	Ustilaginoidea virens	
			FALSE	Ustilago bromivora	
			FALSE	Ustilago maydis 521	
			FALSE	Valsa mali	
			FALSE	Valsa mali var. pyri	
			FALSE	Verticillium dahliae JR2	
			FALSE	Verticillium longisporum	
			FALSE	Vigna unguiculata	
			FALSE	Vuilleminia comedens	
			FALSE	Vuilleminia comedens VcCUCC2015_SSI6	
			FALSE	Wallemia mellicola CBS 633.66	
			FALSE	Wickerhamomyces ciferrii	
			FALSE	Xanthophyllomyces dendrorhous	
			FALSE	Zancudomyces culisetae COL-18-3	
			FALSE	Zootermopsis nevadensis	
			FALSE	Zostera marina	
			FALSE	Zygosaccharomyces parabailii	
			FALSE	Zygosaccharomyces rouxii CBS 732	
			FALSE	Zymoseptoria brevis	
			FALSE	Zymoseptoria brevis Zb18110	
			FALSE	Zymoseptoria tritici IPO323	
Aaosphaeria arxii CBS 175.79	JGI	mycocosm	TRUE	Aaosphaeria arxii CBS 175.79	
Absidia repens NRRL 1336	JGI	fungi	TRUE	Absidia repens NRRL 1336	
Acanthamoeba castellanii str. Neff	NCBI	Refseq	TRUE	Acanthamoeba castellanii str. Neff	
Acaromyces ingoldii MCA 4198	JGI	fungi	TRUE	Acaromyces ingoldii MCA 4198	
Acephala macrosclerotiorum EW76_UTF0540	JGI	fungi	TRUE	Acephala macrosclerotiorum EW76_UTF0540	
Acidomyces richmondensis	JGI	mycocosm	TRUE	Acidomyces richmondensis	
Acidothrix acidophila CBS 136259	JGI	fungi	TRUE	Acidothrix acidophila CBS 136259	
Acremonium alcalophilum	JGI	mycocosm	TRUE	Acremonium alcalophilum	
Acremonium strictum DS1bioAY4a	JGI	fungi	TRUE	Acremonium strictum DS1bioAY4a	
Acyrthosiphon pisum	ensembl	metazoa	TRUE	Acyrthosiphon pisum	
Aedes aegypti	ensembl	metazoa	TRUE	Aedes aegypti	
Aegilops tauschii	ensembl	plants	TRUE	Aegilops tauschii	
Agaricus bisporus var. bisporus H97	JGI	mycocosm	TRUE	Agaricus bisporus var. bisporus H97	
Agaricus bisporus var. burnettii JB137-S8	JGI	mycocosm	TRUE	Agaricus bisporus var. burnettii JB137-S8	
Agrocybe pediades AH 40210	JGI	fungi	TRUE	Agrocybe pediades AH 40210	
Ailuropoda melanoleuca	ensembl	E75	TRUE	Ailuropoda melanoleuca	
Albugo candida	NCBI	EMBL	TRUE	Albugo candida	
Albugo laibachii Nc14	ensembl	protists	TRUE	Albugo laibachii Nc14	
Allomyces macrogynus atcc 38327	broad	broad	TRUE	Allomyces macrogynus ATCC 38327	
Alternaria alternata SRC1lrK2f	JGI	fungi	TRUE	Alternaria alternata SRC1lrK2f	
Alternaria brassicicola	JGI	mycocosm	TRUE	Alternaria brassicicola	
Amanita muscaria Koide BX008	JGI	mycocosm	TRUE	Amanita muscaria Koide BX008	
Amanita thiersii Skay4041	JGI	mycocosm	TRUE	Amanita thiersii Skay4041	
Amborella trichopoda	other	Amborella.org	TRUE	Amborella trichopoda	
Amniculicola lignicola CBS 123094	JGI	mycocosm	TRUE	Amniculicola lignicola CBS 123094	
Amorphotheca resinae	JGI	mycocosm	TRUE	Amorphotheca resinae	
Ampelomyces quisqualis HMLAC05119	JGI	fungi	TRUE	Ampelomyces quisqualis HMLAC05119	
Amphimedon queenslandica	ensembl	metazoa	TRUE	Amphimedon queenslandica	
Anaeromyces robustus	JGI	fungi	TRUE	Anaeromyces robustus	
Anas platyrhynchos	ensembl	E75	TRUE	Anas platyrhynchos	
Angomonas deanei	NCBI	GenBank	TRUE	Angomonas deanei	
Anolis carolinensis	ensembl	E75	TRUE	Anolis carolinensis	
Anomoporia bombycina ATCC 64506	JGI	fungi	TRUE	Anomoporia bombycina ATCC 64506	
Anopheles darlingi	ensembl	metazoa	TRUE	Anopheles darlingi	
Anopheles gambiae	ensembl	metazoa	TRUE	Anopheles gambiae	
Anthostoma avocetta NRRL 3190	JGI	mycocosm	TRUE	Anthostoma avocetta NRRL 3190	
Antonospora locustae HM-2013	JGI	mycocosm	TRUE	Antonospora locustae HM-2013	
Antrodia sinuosa LB1	JGI	mycocosm	TRUE	Antrodia sinuosa LB1	
Aphanomyces astaci	NCBI	Refseq	TRUE	Aphanomyces astaci	
Aphanomyces invadans	NCBI	Refseq	TRUE	Aphanomyces invadans	
Apiospora montagnei NRRL 25634	JGI	mycocosm	TRUE	Apiospora montagnei NRRL 25634	
Apis mellifera	ensembl	metazoa	TRUE	Apis mellifera	
Aplanochytrium kerguelense PBS07	JGI	other	TRUE	Aplanochytrium kerguelense PBS07	
Aplosporella prunicola CBS 121167	JGI	mycocosm	TRUE	Aplosporella prunicola CBS 121167	
Aquilegia coerulea	JGI	phytozome	TRUE	Aquilegia coerulea	
Arabidopsis halleri	JGI	phytozome	TRUE	Arabidopsis halleri	
Arabidopsis lyrata	JGI	phytozome	TRUE	Arabidopsis lyrata	
Arabidopsis thaliana	JGI	phytozome	TRUE	Arabidopsis thaliana	
Armillaria gallica 21_2	JGI	fungi	TRUE	Armillaria gallica 21_2	
Armillaria mellea DSM 3731	JGI	mycocosm	TRUE	Armillaria mellea DSM 3731	
Armillaria ostoyae 28_4	JGI	fungi	TRUE	Armillaria ostoyae 28_4	
Arthrobotrys oligospora ATCC 24927	JGI	mycocosm	TRUE	Arthrobotrys oligospora ATCC 24927	
Arthroderma benhamiae CBS 112371	JGI	mycocosm	TRUE	Arthroderma benhamiae CBS 112371	
Ascobolus immersus RN42	JGI	mycocosm	TRUE	Ascobolus immersus RN42	
Ascocoryne sarcoides NRRL50072	JGI	mycocosm	TRUE	Ascocoryne sarcoides NRRL50072	
Ascodesmis nigricans CBS 389.68	JGI	fungi	TRUE	Ascodesmis nigricans CBS 389.68	
Ascoidea rubescens NRRL Y17699	JGI	mycocosm	TRUE	Ascoidea rubescens NRRL Y17699	
Ashbya gossypii	JGI	mycocosm	TRUE	Ashbya gossypii	
Aspergillus aculeatinus CBS 121060	JGI	mycocosm	TRUE	Aspergillus aculeatinus CBS 121060	
Aspergillus aculeatus ATCC 16872	JGI	mycocosm	TRUE	Aspergillus aculeatus ATCC 16872	
Aspergillus brasiliensis	JGI	mycocosm	TRUE	Aspergillus brasiliensis	
Aspergillus brunneoviolaceus CBS 621.78	JGI	mycocosm	TRUE	Aspergillus brunneoviolaceus CBS 621.78	
Aspergillus campestris IBT 28561	JGI	fungi	TRUE	Aspergillus campestris IBT 28561	
Aspergillus carbonarius ITEM 5010	JGI	mycocosm	TRUE	Aspergillus carbonarius ITEM 5010	
Aspergillus clavatus NRRL 1	JGI	mycocosm	TRUE	Aspergillus clavatus NRRL 1	
Aspergillus costaricaensis CBS 115574	JGI	mycocosm	TRUE	Aspergillus costaricaensis CBS 115574	
Aspergillus ellipticus CBS 707.79	JGI	mycocosm	TRUE	Aspergillus ellipticus CBS 707.79	
Aspergillus eucalypticola CBS 122712	JGI	mycocosm	TRUE	Aspergillus eucalypticola CBS 122712	
Aspergillus fijiensis CBS 313.89	JGI	mycocosm	TRUE	Aspergillus fijiensis CBS 313.89	
Aspergillus flavus NRRL3357	JGI	mycocosm	TRUE	Aspergillus flavus NRRL3357	
Aspergillus fumigatus A1163	ensembl	fungi	TRUE	Aspergillus fumigatus A1163	
Aspergillus fumigatus Af293	JGI	mycocosm	TRUE	Aspergillus fumigatus Af293	
Aspergillus glaucus	JGI	mycocosm	TRUE	Aspergillus glaucus	
Aspergillus heteromorphus CBS 117.55	JGI	mycocosm	TRUE	Aspergillus heteromorphus CBS 117.55	
Aspergillus homomorphus CBS 101889	JGI	mycocosm	TRUE	Aspergillus homomorphus CBS 101889	
Aspergillus ibericus CBS 121593	JGI	mycocosm	TRUE	Aspergillus ibericus CBS 121593	
Aspergillus indologenus CBS 114.8	JGI	mycocosm	TRUE	Aspergillus indologenus CBS 114.8	
Aspergillus japonicus CBS 114.51	JGI	mycocosm	TRUE	Aspergillus japonicus CBS 114.51	
Aspergillus kawachii IFO 4308	JGI	mycocosm	TRUE	Aspergillus kawachii IFO 4308	
Aspergillus lacticoffeatus CBS 101883	JGI	mycocosm	TRUE	Aspergillus lacticoffeatus CBS 101883	
Aspergillus luchuensis CBS 106.47	JGI	fungi	TRUE	Aspergillus luchuensis CBS 106.47	
Aspergillus neoniger CBS 115656	JGI	mycocosm	TRUE	Aspergillus neoniger CBS 115656	
Aspergillus nidulans	JGI	mycocosm	TRUE	Aspergillus nidulans	
Aspergillus niger ATCC 1015	JGI	mycocosm	TRUE	Aspergillus niger ATCC 1015	
Aspergillus niger CBS 513.88	JGI	mycocosm	TRUE	Aspergillus niger CBS 513.88	
Aspergillus niger NRRL3	other	fungalgenomics.ca	TRUE	Aspergillus niger NRRL3	
Aspergillus novofumigatus IBT 16806	JGI	fungi	TRUE	Aspergillus novofumigatus IBT 16806	
Aspergillus ochraceoroseus IBT 24754	JGI	fungi	TRUE	Aspergillus ochraceoroseus IBT 24754	
Aspergillus oryzae RIB40	JGI	mycocosm	TRUE	Aspergillus oryzae RIB40	
Aspergillus piperis CBS 112811	JGI	mycocosm	TRUE	Aspergillus piperis CBS 112811	
Aspergillus saccharolyticus JOP 1030-1	JGI	mycocosm	TRUE	Aspergillus saccharolyticus JOP 1030-1	
Aspergillus sclerotiicarbonarius CBS 121057	JGI	mycocosm	TRUE	Aspergillus sclerotiicarbonarius CBS 121057	
Aspergillus sclerotioniger CBS 115572	JGI	mycocosm	TRUE	Aspergillus sclerotioniger CBS 115572	
Aspergillus steynii IBT 23096	JGI	fungi	TRUE	Aspergillus steynii IBT 23096	
Aspergillus sydowii CBS 593.65	JGI	mycocosm	TRUE	Aspergillus sydowii CBS 593.65	
Aspergillus terreus FGSC A1156	JGI	mycocosm	TRUE	Aspergillus terreus FGSC A1156	
Aspergillus terreus NIH2624	JGI	mycocosm	TRUE	Aspergillus terreus NIH2624	
Aspergillus tubingensis	JGI	mycocosm	TRUE	Aspergillus tubingensis	
Aspergillus uvarum CBS 121591	JGI	mycocosm	TRUE	Aspergillus uvarum CBS 121591	
Aspergillus vadensis CBS 113365	JGI	mycocosm	TRUE	Aspergillus vadensis CBS 113365	
Aspergillus versicolor	JGI	mycocosm	TRUE	Aspergillus versicolor	
Aspergillus violaceofuscus CBS 115571	JGI	mycocosm	TRUE	Aspergillus violaceofuscus CBS 115571	
Aspergillus wentii	JGI	mycocosm	TRUE	Aspergillus wentii	
Aspergillus zonatus	JGI	mycocosm	TRUE	Aspergillus zonatus	
Astyanax mexicanus	ensembl	E75	TRUE	Astyanax mexicanus	
Atractiellales sp. 95	JGI	mycocosm	TRUE	Atractiellales sp. 95	
Atta cephalotes	ensembl	metazoa	TRUE	Atta cephalotes	
Aulographum hederae	JGI	mycocosm	TRUE	Aulographum hederae	
Aurantiochytrium limacinum ATCC MYA-1381	JGI	other	TRUE	Aurantiochytrium limacinum ATCC MYA-1381	
Aureobasidium pullulans	other	fungalgenomics.ca	TRUE	Aureobasidium pullulans	
Aureobasidium pullulans var. melanogenum CBS 110374	JGI	mycocosm	TRUE	Aureobasidium pullulans var. melanogenum CBS 110374	
Aureobasidium pullulans var. namibiae CBS 147.97	JGI	mycocosm	TRUE	Aureobasidium pullulans var. namibiae CBS 147.97	
Aureobasidium pullulans var. pullulans EXF-150	JGI	mycocosm	TRUE	Aureobasidium pullulans var. pullulans EXF-150	
Aureobasidium pullulans var. subglaciale EXF-2481	JGI	mycocosm	TRUE	Aureobasidium pullulans var. subglaciale EXF-2481	
Aureococcus anophagefferens	JGI	other	TRUE	Aureococcus anophagefferens	
Auricularia subglabra	JGI	mycocosm	TRUE	Auricularia subglabra	
Auriculariopsis ampla NL-1724	JGI	mycocosm	TRUE	Auriculariopsis ampla NL-1724	
Auriscalpium vulgare FP105234_Sp	JGI	fungi	TRUE	Auriscalpium vulgare FP105234_Sp	
Babesia bigemina	NCBI	Refseq	TRUE	Babesia bigemina	
Babesia bovis	NCBI	Refseq	TRUE	Babesia bovis	
Babesia microti strain RI	NCBI	EMBL	TRUE	Babesia microti strain RI	
Babjeviella inositovora NRRL Y-12698	JGI	mycocosm	TRUE	Babjeviella inositovora NRRL Y-12698	
Backusella circina FSU 941	JGI	mycocosm	TRUE	Backusella circina FSU 941	
Basidioascus undulatus	JGI	fungi	TRUE	Basidioascus undulatus	
Basidiobolus meristosporus CBS 931.73	JGI	fungi	TRUE	Basidiobolus meristosporus CBS 931.73	
Batrachochytrium dendrobatidis JAM81	JGI	mycocosm	TRUE	Batrachochytrium dendrobatidis JAM81	
Baudoinia compniacensis UAMH 10762	JGI	mycocosm	TRUE	Baudoinia compniacensis UAMH 10762	
Beauveria bassiana ARSEF 2860	JGI	mycocosm	TRUE	Beauveria bassiana ARSEF 2860	
Beta vulgaris subsp. vulgaris	other	BeetDB	TRUE	Beta vulgaris subsp. vulgaris	
Bigelowiella natans	JGI	other	TRUE	Bigelowiella natans	
Bimuria novae-zelandiae CBS 107.79	JGI	fungi	TRUE	Bimuria novae-zelandiae CBS 107.79	
Biscogniauxia nummularia	JGI	mycocosm	TRUE	Biscogniauxia nummularia	
Bjerkandera adusta	JGI	mycocosm	TRUE	Bjerkandera adusta	
Blakeslea trispora NRRL 2456	JGI	fungi	TRUE	Blakeslea trispora NRRL 2456	
Blastocladiella britannica	JGI	mycocosm	TRUE	Blastocladiella britannica	
Blastocystis hominis	other	Genoscope	TRUE	Blastocystis hominis	
Blumeria graminis	ensembl	fungi	TRUE	Blumeria graminis	
Bodo saltans	other	Sanger	TRUE	Bodo saltans	
Boechera stricta	JGI	phytozome	TRUE	Boechera stricta	
Bolbitius vitellinus	JGI	fungi	TRUE	Bolbitius vitellinus	
Boletus edulis	JGI	mycocosm	TRUE	Boletus edulis	
Bombus impatiens	NCBI	Refseq	TRUE	Bombus impatiens	
Bombus terrestris	NCBI	Refseq	TRUE	Bombus terrestris	
Bombyx mori	ensembl	metazoa	TRUE	Bombyx mori	
Bos taurus	ensembl	E75	TRUE	Bos taurus	
Botryobasidium botryosum	JGI	mycocosm	TRUE	Botryobasidium botryosum	
Botryosphaeria dothidea	JGI	mycocosm	TRUE	Botryosphaeria dothidea	
Botrytis cinerea T4	broad	BROAD	TRUE	Botrytis cinerea T4	
Brachypodium distachyon	NCBI	Refseq	TRUE	Brachypodium distachyon	
Branchiostoma floridae	JGI	metazome	TRUE	Branchiostoma floridae	
Brassica oleracea	ensembl	plants	TRUE	Brassica oleracea	
Brassica rapa	JGI	phytozome	TRUE	Brassica rapa	
Brugia malayi	ensembl	metazoa	TRUE	Brugia malayi	
Bulgaria inquinans	JGI	fungi	TRUE	Bulgaria inquinans	
Bursaphelenchus xylophilus	other	GeneDB	TRUE	Bursaphelenchus xylophilus	
Cadophora sp. DSE1049	JGI	mycocosm	TRUE	Cadophora sp. DSE1049	
Caenorhabditis brenneri	ensembl	metazoa	TRUE	Caenorhabditis brenneri	
Caenorhabditis briggsae	ensembl	metazoa	TRUE	Caenorhabditis briggsae	
Caenorhabditis elegans	ensembl	E75	TRUE	Caenorhabditis elegans	
Caenorhabditis japonica	ensembl	metazoa	TRUE	Caenorhabditis japonica	
Caenorhabditis remanei	ensembl	metazoa	TRUE	Caenorhabditis remanei	
Caliciopsis orientalis	JGI	fungi	TRUE	Caliciopsis orientalis	
Callithrix jacchus	ensembl	E75	TRUE	Callithrix jacchus	
Caloscypha fulgens	JGI	fungi	TRUE	Caloscypha fulgens	
Calosphaeria pulchella	JGI	fungi	TRUE	Calosphaeria pulchella	
Candida albicans sc5314	broad	broad	TRUE	Candida albicans SC5314	
Candida albicans WO-1	broad	broad	TRUE	Candida albicans WO-1	
Candida arabinofermentans NRRL YB-2248	JGI	mycocosm	TRUE	Candida arabinofermentans NRRL YB-2248	
Candida dubliniensis CD36	NCBI	Refseq	TRUE	Candida dubliniensis CD36	
Candida glabrata	NCBI	Refseq	TRUE	Candida glabrata	
Candida orthopsilosis Co 90-125	other	CandidaDB	TRUE	Candida orthopsilosis Co 90-125	
Candida parapsilosis CDC317	broad	broad	TRUE	Candida parapsilosis CDC317	
Candida tanzawaensis NRRL Y-17324	JGI	mycocosm	TRUE	Candida tanzawaensis NRRL Y-17324	
Candida tenuis NRRL Y-1498	JGI	mycocosm	TRUE	Candida tenuis NRRL Y-1498	
Candida tropicalis MYA-3404	broad	broad	TRUE	Candida tropicalis MYA-3404	
Canis familiaris	ensembl	E75	TRUE	Canis familiaris	
Capitella teleta	ensembl	metazoa	TRUE	Capitella teleta	
Capra hircus	NCBI	Refseq	TRUE	Capra hircus	
Capronia coronata CBS 617.96	JGI	fungi	TRUE	Capronia coronata CBS 617.96	
Capronia epimyces CBS 606.96	JGI	fungi	TRUE	Capronia epimyces CBS 606.96	
Capsaspora owczarzaki ATCC 30864	broad	broad	TRUE	Capsaspora owczarzaki ATCC 30864	
Capsella grandiflora	JGI	phytozome	TRUE	Capsella grandiflora	
Capsella rubella	JGI	phytozome	TRUE	Capsella rubella	
Carica papaya ASGPB	JGI	phytozome	TRUE	Carica papaya ASGPB	
Catenaria anguillulae PL171	JGI	mycocosm	TRUE	Catenaria anguillulae PL171	
Cavia porcellus	ensembl	E75	TRUE	Cavia porcellus	
Cenococcum geophilum 1.58	JGI	mycocosm	TRUE	Cenococcum geophilum 1.58	
Cephaloascus albidus	JGI	fungi	TRUE	Cephaloascus albidus	
Cephaloascus fragrans	JGI	fungi	TRUE	Cephaloascus fragrans	
Ceraceosorus sp. MCA 4658	JGI	fungi	TRUE	Ceraceosorus sp. MCA 4658	
Ceratobasidium sp.	JGI	fungi	TRUE	Ceratobasidium sp.	
Cercospora zeae-maydis	JGI	mycocosm	TRUE	Cercospora zeae-maydis	
Cerinomyces ceraceus	JGI	fungi	TRUE	Cerinomyces ceraceus	
Cerrena unicolor	JGI	mycocosm	TRUE	Cerrena unicolor	
Chaetomium globosum	JGI	mycocosm	TRUE	Chaetomium globosum	
Chaetomium thermophilum var. thermophilum	other	fungalgenomics.ca	TRUE	Chaetomium thermophilum var. thermophilum	
Chaetosphaeria innumera	JGI	mycocosm	TRUE	Chaetosphaeria innumera	
Chalara longipes BDJ	JGI	mycocosm	TRUE	Chalara longipes BDJ	
Chinchilla lanigera	NCBI	Refseq	TRUE	Chinchilla lanigera	
Chionosphaera apobasidialis	JGI	fungi	TRUE	Chionosphaera apobasidialis	
Chionosphaera cuniculicola	JGI	fungi	TRUE	Chionosphaera cuniculicola	
Chlamydoabsidia padenii NRRL 2977	JGI	mycocosm	TRUE	Chlamydoabsidia padenii NRRL 2977	
Chlamydomonas reinhardtii	JGI	phytozome	TRUE	Chlamydomonas reinhardtii	
Chlorocebus sabaeus	NCBI	Refseq	TRUE	Chlorocebus sabaeus	
Choiromyces venosus 120613-1	JGI	mycocosm	TRUE	Choiromyces venosus 120613-1	
Choloepus hoffmanni	ensembl	E75	TRUE	Choloepus hoffmanni	
Chondrus crispus	NCBI	Refseq	TRUE	Chondrus crispus	
Chromera velia CCMP2878	other	CryptoDB	TRUE	Chromera velia CCMP2878	
Chytriomyces sp. MP71	JGI	mycocosm	TRUE	Chytriomyces sp. MP71	
Cicer arietinum	NCBI	Refseq	TRUE	Cicer arietinum	
Ciona intestinalis	ensembl	E75	TRUE	Ciona intestinalis	
Ciona savignyi	ensembl	E75	TRUE	Ciona savignyi	
Citrus clementina	JGI	phytozome	TRUE	Citrus clementina	
Citrus sinensis	JGI	phytozome	TRUE	Citrus sinensis	
Cladonia grayi	JGI	mycocosm	TRUE	Cladonia grayi	
Cladophialophora bantiana CBS 173.52	JGI	fungi	TRUE	Cladophialophora bantiana CBS 173.52	
Cladophialophora carrionii	JGI	fungi	TRUE	Cladophialophora carrionii	
Cladophialophora immunda	JGI	fungi	TRUE	Cladophialophora immunda	
Cladophialophora psammophila CBS 110553	JGI	fungi	TRUE	Cladophialophora psammophila CBS 110553	
Cladophialophora yegresii CBS 114405	JGI	fungi	TRUE	Cladophialophora yegresii CBS 114405	
Cladosporium fulvum	JGI	mycocosm	TRUE	Cladosporium fulvum	
Clathrospora elynae	JGI	fungi	TRUE	Clathrospora elynae	
Clavulina sp. PMI_390	JGI	fungi	TRUE	Clavulina sp. PMI_390	
Climacocystis borealis	JGI	mycocosm	TRUE	Climacocystis borealis	
Clohesyomyces aquaticus	JGI	fungi	TRUE	Clohesyomyces aquaticus	
Clonostachys rosea	JGI	fungi	TRUE	Clonostachys rosea	
Coccidioides immitis H538.4	broad	broad	TRUE	Coccidioides immitis H538.4	
Coccidioides immitis RMSCC 2394	broad	broad	TRUE	Coccidioides immitis RMSCC 2394	
Coccidioides immitis RMSCC 3703	broad	broad	TRUE	Coccidioides immitis RMSCC 3703	
Coccidioides immitis RS	broad	broad	TRUE	Coccidioides immitis RS	
Coccidioides posadasii C735 delta SOWgp	JGI	mycocosm	TRUE	Coccidioides posadasii C735 delta SOWgp	
Coccidioides posadasii RMSCC 3488	broad	broad	TRUE	Coccidioides posadasii RMSCC 3488	
Coccidioides posadasii str. Silveira	broad	broad	TRUE	Coccidioides posadasii str. Silveira	
Coccodinium bartschii CBS 121709	JGI	mycocosm	TRUE	Coccodinium bartschii CBS 121709	
Coccomyces strobi	JGI	fungi	TRUE	Coccomyces strobi	
Cochliobolus carbonum 26-R-13	JGI	mycocosm	TRUE	Cochliobolus carbonum 26-R-13	
Cochliobolus heterostrophus C4	JGI	mycocosm	TRUE	Cochliobolus heterostrophus C4	
Cochliobolus heterostrophus C5	JGI	mycocosm	TRUE	Cochliobolus heterostrophus C5	
Cochliobolus lunatus m118	JGI	mycocosm	TRUE	Cochliobolus lunatus m118	
Cochliobolus miyabeanus ATCC 44560	JGI	mycocosm	TRUE	Cochliobolus miyabeanus ATCC 44560	
Cochliobolus sativus ND90Pr	JGI	mycocosm	TRUE	Cochliobolus sativus ND90Pr	
Cochliobolus victoriae FI3	JGI	mycocosm	TRUE	Cochliobolus victoriae FI3	
Coemansia reversa NRRL 1564	JGI	mycocosm	TRUE	Coemansia reversa NRRL 1564	
Colletotrichum caudatum CBS 131602	JGI	fungi	TRUE	Colletotrichum caudatum CBS 131602	
Colletotrichum cereale	JGI	mycocosm	TRUE	Colletotrichum cereale	
Colletotrichum eremochloae CBS 129661	JGI	fungi	TRUE	Colletotrichum eremochloae CBS 129661	
Colletotrichum falcatum	JGI	fungi	TRUE	Colletotrichum falcatum	
Colletotrichum fioriniae PJ7	JGI	fungi	TRUE	Colletotrichum fioriniae PJ7	
Colletotrichum godetiae	JGI	fungi	TRUE	Colletotrichum godetiae	
Colletotrichum higginsianum IMI 349063	JGI	mycocosm	TRUE	Colletotrichum higginsianum IMI 349063	
Colletotrichum lupini CBS 109225	JGI	fungi	TRUE	Colletotrichum lupini CBS 109225	
Colletotrichum nymphaeae SA-01	JGI	fungi	TRUE	Colletotrichum nymphaeae SA-01	
Colletotrichum orbiculare	ensembl	fungi	TRUE	Colletotrichum orbiculare	
Colletotrichum orchidophilum	JGI	mycocosm	TRUE	Colletotrichum orchidophilum	
Colletotrichum phormii	JGI	fungi	TRUE	Colletotrichum phormii	
Colletotrichum salicis	JGI	fungi	TRUE	Colletotrichum salicis	
Colletotrichum simmondsii CBS 122122	JGI	fungi	TRUE	Colletotrichum simmondsii CBS 122122	
Colletotrichum somersetensis CBS 131599	JGI	fungi	TRUE	Colletotrichum somersetensis CBS 131599	
Colletotrichum sublineola CBS 131301	JGI	fungi	TRUE	Colletotrichum sublineola CBS 131301	
Colletotrichum zoysiae	JGI	fungi	TRUE	Colletotrichum zoysiae	
Conidiobolus coronatus NRRL 28638	JGI	mycocosm	TRUE	Conidiobolus coronatus NRRL 28638	
Conidiobolus thromboides FSU 785	JGI	fungi	TRUE	Conidiobolus thromboides FSU 785	
Coniella sp. B22-T-1	JGI	mycocosm	TRUE	Coniella sp. B22-T-1	
Coniochaeta ligniaria	JGI	mycocosm	TRUE	Coniochaeta ligniaria	
Coniochaeta ligniaria NRRL 30616	JGI	fungi	TRUE	Coniochaeta ligniaria NRRL 30616	
