Fusarium_oxysporum_fosc_3_a.FO_FOSC_3_a_V1.pep.all.fa,909455,DNA,1
Fusarium_oxysporum_f_sp_conglutinans_race_2_54008.FO_PHW808_V1.pep.all.fa,1089457,DNA,1
Fusarium_oxysporum_f_sp_cubense_race_1.Foc1_1.0.pep.all.fa,1229664,DNA,1
Fusarium_oxysporum_f_sp_cubense_race_4.Foc4_1.0.pep.all.fa,1229665,DNA,1
Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.FO_II5_V1.pep.all.fa,1089451,DNA,1
Fusarium_oxysporum.FO2.pep.all.fa,426428,DNA,1
Fusarium_oxysporum_f_sp_lycopersici_mn25.FO_MN25_V1.pep.all.fa,1080343,DNA,1
Fusarium_oxysporum_f_sp_melonis_26406.FO_melonis_V1.pep.all.fa,1089452,DNA,1
Fusarium_oxysporum_f_sp_pisi_hdv247.FO_HDV247_V1.pep.all.fa,1080344,DNA,1
Fusarium_oxysporum_f_sp_radicis_lycopersici_26381.FO_CL57_V1.pep.all.fa,1089448,DNA,1
Fusarium_oxysporum_f_sp_raphani_54005.FO_PHW815_V1.pep.all.fa,1089458,DNA,1
Fusarium_oxysporum_f_sp_vasinfectum_25433.FO_Cotton_V1.pep.all.fa,1089449,DNA,1
Fusarium_poae.FPOA1.0.pep.all.fa,36050,DNA,1
Fusarium_proliferatum.F._proliferatum_NRRL62905_version_1.pep.all.fa,948311,DNA,1
Fusarium_proliferatum_et1.F._proliferatum_ET1_version_1.pep.all.fa,1227346,DNA,1
Fusarium_pseudograminearum.GCA_000303195.1.pep.all.fa,1028729,DNA,1
Fusarium_solani.v2.0.pep.all.fa,660122,DNA,1
Fusarium_verticillioides.ASM14955v1.pep.all.fa,334819,DNA,1
Gaeumannomyces_graminis.Gae_graminis_V2.pep.all.fa,644352,DNA,1
Galerina_marginata_cbs_339_88.Galma1.pep.all.fa,685588,DNA,1
Gelatoporia_subvermispora_b.Ceriporiopsis_subvermispora_B_v1.0.pep.all.fa,914234,DNA,1
Geotrichum_candidum.New2.3_08062011.pep.all.fa,1173061,DNA,1
Glarea_lozoyensis_74030.LBAGla_1.0.pep.all.fa,1104152,DNA,1
Glarea_lozoyensis_atcc_20868.GLAREA.pep.all.fa,1116229,DNA,1
Gloeophyllum_trabeum_atcc_11539.Glotr1_1.pep.all.fa,670483,DNA,1
Gonapodya_prolifera_jel478.Ganpr1.pep.all.fa,1344416,DNA,1
Grifola_frondosa.ASM168373v1.pep.all.fa,5627,DNA,1
Grosmannia_clavigera_kw1407.Sanger-454-IlluminaPA_2.0.pep.all.fa,655863,DNA,1
Gymnopus_luxurians_fd_317_m1.Gymlu1.pep.all.fa,944289,DNA,1
Hanseniaspora_guilliermondii.version_1.pep.all.fa,56406,DNA,1
Hanseniaspora_opuntiae.ASM174979v1.pep.all.fa,211096,DNA,1
Hanseniaspora_osmophila.ASM174704v1.pep.all.fa,56408,DNA,1
Hanseniaspora_uvarum.ASM174705v1.pep.all.fa,29833,DNA,1
Hanseniaspora_uvarum_dsm_2768.Huva2.0.pep.all.fa,1246595,DNA,1
Hanseniaspora_valbyensis_nrrl_y_1626.Hanva1_1.pep.all.fa,766949,DNA,1
Hebeloma_cylindrosporum_h7.Hebeloma_cylindrosporum_h7_v2.0.pep.all.fa,686832,DNA,1
Hepatospora_eriocheir.ASM208787v1.pep.all.fa,1081669,DNA,1
Heterobasidion_irregulare_tc_32_1.Heterobasidion_irregulare_v2.0.pep.all.fa,747525,DNA,1
